place_id,date_published,comment,checkin_rating,accuracy_rating,value_rating,communication_rating,cleanliness_rating,location_rating,place_id
33,Tue Feb 04 2020 10:56:58 GMT-0800 (Pacific Standard Time),Est commodi amet aliquid natus et. Corporis fuga corporis perspiciatis maiores aliquid architecto. Qui voluptatem iusto cumque debitis repellat omnis et nisi est.,3.1,3.3,3.4,3.5,3.7,3.9,33
33,Thu May 28 2020 10:44:01 GMT-0700 (Pacific Daylight Time),Sit eos soluta non natus consequatur vel sint eos. Et quia aut alias voluptatem iure omnis et. Ea cupiditate sit perferendis et.,1.2,1.4,1.6,1.7,1.8,1.9,33
33,Fri Jan 10 2020 10:49:35 GMT-0800 (Pacific Standard Time),Quod est ad iure eum aspernatur est. Consequatur ab enim voluptas aliquid. Ducimus reiciendis non optio ut similique et dolor provident. Nostrum sequi maiores.,2.1,2.2,2.3,2.5,2.7,2.8,33
33,Sat Apr 25 2020 04:46:03 GMT-0700 (Pacific Daylight Time),Occaecati totam et sint incidunt aspernatur tempora eius. Consequatur ullam est dolor architecto quis asperiores minus eos. Quo dolore consectetur voluptas nulla in quod. Necessitatibus et sit sunt optio iste.,3.1,3.3,3.4,3.5,3.7,3.9,33
33,Sat Apr 11 2020 06:16:48 GMT-0700 (Pacific Daylight Time),Cupiditate ipsam dolores facere. Optio quia ea dolore qui sit magnam officiis officiis. Impedit ad omnis tempora praesentium sint cupiditate qui. Quaerat recusandae quo voluptatum vitae facilis perspiciatis ullam quod.,1.2,1.4,1.6,1.7,1.8,1.9,33
33,Tue Jan 21 2020 11:41:52 GMT-0800 (Pacific Standard Time),Accusantium aut delectus dolor et veniam. Sit sed est et aut sit in exercitationem numquam. Ipsa animi ad reiciendis. Cupiditate vero dolores sapiente iste saepe. Inventore dolorem eum aliquam.,2.1,2.2,2.3,2.5,2.7,2.8,33
33,Fri Jan 17 2020 11:29:17 GMT-0800 (Pacific Standard Time),Qui amet dicta voluptas et molestiae. Consectetur beatae architecto recusandae consequuntur saepe. Fuga quos incidunt sit ullam consectetur aut nulla est est. Nesciunt animi aut sit amet eius neque aut. Dolor totam enim expedita eaque non accusantium cumque. Non illum ut labore illum temporibus dolores quas cupiditate minima.,3.1,3.3,3.4,3.5,3.7,3.9,33
33,Thu Mar 19 2020 13:48:43 GMT-0700 (Pacific Daylight Time),Minima neque et a numquam odio similique adipisci velit. Eos voluptatem natus totam perspiciatis natus ut. Quos eos qui ut repudiandae explicabo velit atque odit porro. Facere accusamus voluptatum consequuntur eveniet culpa aut officia soluta dolor.,1.2,1.4,1.6,1.7,1.8,1.9,33
33,Wed Feb 05 2020 14:26:30 GMT-0800 (Pacific Standard Time),Sequi dignissimos assumenda tenetur molestiae natus necessitatibus. Impedit sequi nisi enim aliquam qui rerum quam cumque omnis. Quod id illo quisquam. Neque nisi sed. Consequatur sed maiores iste illo vero. Et enim quidem qui.,2.1,2.2,2.3,2.5,2.7,2.8,33
33,Tue Apr 07 2020 01:45:36 GMT-0700 (Pacific Daylight Time),Provident aut eius omnis fugiat rem sunt suscipit hic dolorem. Veritatis itaque qui voluptatibus voluptas. Cupiditate tempore molestias similique necessitatibus accusamus ut earum asperiores.,3.1,3.3,3.4,3.5,3.7,3.9,33
33,Sun Mar 15 2020 11:04:14 GMT-0700 (Pacific Daylight Time),Consequatur nihil adipisci aspernatur ea facere. Quibusdam consequatur nisi quas natus et neque in fuga commodi. Sequi eaque rerum minima adipisci. Ullam accusantium quia.,1.2,1.4,1.6,1.7,1.8,1.9,33
33,Fri May 29 2020 17:56:37 GMT-0700 (Pacific Daylight Time),Ut ducimus non accusantium. Repellat tenetur ex minus quis perferendis laudantium et et in. Sunt omnis cum aut rem.,2.1,2.2,2.3,2.5,2.7,2.8,33
33,Fri Mar 20 2020 18:06:05 GMT-0700 (Pacific Daylight Time),Ducimus ratione ut vitae tempora distinctio. Corrupti animi dolorem voluptas totam dolor qui maxime eius eum.,3.1,3.3,3.4,3.5,3.7,3.9,33
33,Tue Apr 07 2020 09:25:18 GMT-0700 (Pacific Daylight Time),Quibusdam saepe est et debitis. Adipisci non fuga dolor quisquam aut placeat excepturi. Quia quos ipsam et maxime nam. Molestias quibusdam non tenetur repellendus qui. Aliquam aut ea. Dolor occaecati non est eligendi minus voluptatem et blanditiis non.,1.2,1.4,1.6,1.7,1.8,1.9,33
33,Sat May 02 2020 13:28:56 GMT-0700 (Pacific Daylight Time),Delectus quia possimus dolor debitis debitis. Qui et voluptatibus provident aperiam. Nesciunt sed eum illo repellat dolorem.,2.1,2.2,2.3,2.5,2.7,2.8,33
33,Thu Feb 27 2020 01:14:51 GMT-0800 (Pacific Standard Time),Non debitis quo occaecati eveniet. Aut et ea.,3.1,3.3,3.4,3.5,3.7,3.9,33
33,Sat Apr 18 2020 18:32:16 GMT-0700 (Pacific Daylight Time),Officia iusto consequatur delectus eos natus. Odio tempore rerum mollitia quia.,1.2,1.4,1.6,1.7,1.8,1.9,33
33,Wed Jan 08 2020 19:44:20 GMT-0800 (Pacific Standard Time),Et eaque modi at rerum consequatur sint. Dicta quasi laudantium incidunt accusantium quia nostrum asperiores. Quia porro et nulla nam dolorem. Quaerat quo ut.,2.1,2.2,2.3,2.5,2.7,2.8,33
33,Sun Mar 15 2020 08:45:36 GMT-0700 (Pacific Daylight Time),Iusto ex voluptas unde velit. Consequuntur quae minima et et ab autem. Voluptates natus deserunt nihil officiis non tempora non est nesciunt. Consequatur molestias sed.,3.1,3.3,3.4,3.5,3.7,3.9,33
33,Sat May 02 2020 07:05:18 GMT-0700 (Pacific Daylight Time),Atque illum omnis quia magnam exercitationem eveniet dolores. Facere dicta modi et dolorem at doloribus. Porro facere et tempore doloremque eum quas assumenda aspernatur voluptatem. Nihil ipsa aut voluptate iusto nemo facilis.,1.2,1.4,1.6,1.7,1.8,1.9,33
33,Tue Apr 28 2020 06:25:42 GMT-0700 (Pacific Daylight Time),Nisi culpa iusto voluptatibus alias odit qui totam dolorem et. Voluptates aliquid fuga qui voluptate ut porro necessitatibus.,2.1,2.2,2.3,2.5,2.7,2.8,33
33,Tue Apr 28 2020 19:26:40 GMT-0700 (Pacific Daylight Time),Optio maiores magni tempore et dolorem numquam excepturi animi reiciendis. Quasi soluta vel et natus dicta et distinctio nesciunt nobis. Dolorum non facilis et illo veritatis quia. Odio sint eaque laboriosam iusto.,3.1,3.3,3.4,3.5,3.7,3.9,33
33,Thu Apr 09 2020 02:11:45 GMT-0700 (Pacific Daylight Time),Ipsum consequatur dolore et qui tempore odit animi laborum. Expedita numquam minus autem ipsum voluptatem non eos molestias. Provident esse aliquid quasi debitis deleniti. Dolor delectus consequatur modi qui libero aspernatur et voluptates. Occaecati amet aut rerum vel neque unde possimus quia voluptas. Quo ea ab aut quisquam soluta possimus quidem libero.,1.2,1.4,1.6,1.7,1.8,1.9,33
33,Mon Feb 10 2020 21:25:43 GMT-0800 (Pacific Standard Time),Rerum adipisci qui dicta perspiciatis numquam cumque recusandae eos facilis. Illo consequatur ipsam et nobis facilis. Est maiores quod eos earum voluptas. Voluptas qui et accusamus ratione natus quo. Cum voluptatem eum eum nihil dicta.,2.1,2.2,2.3,2.5,2.7,2.8,33
33,Mon May 25 2020 01:30:57 GMT-0700 (Pacific Daylight Time),Laudantium et in ut velit voluptates excepturi nisi porro. Nihil ab enim consequuntur et aut odit aut id itaque. Suscipit et adipisci ratione accusamus sed est quos unde deserunt. Voluptas quia qui quisquam omnis dolores officia non.,3.1,3.3,3.4,3.5,3.7,3.9,33
33,Fri May 08 2020 12:58:14 GMT-0700 (Pacific Daylight Time),Eum unde odit sint provident magni consectetur voluptatem. Amet sint a rerum ut reprehenderit quos cumque quis cum. At maxime qui quaerat atque inventore hic voluptates quo voluptatem.,1.2,1.4,1.6,1.7,1.8,1.9,33
33,Mon Mar 09 2020 17:03:01 GMT-0700 (Pacific Daylight Time),Est quos harum illo ullam perferendis inventore explicabo ratione iste. Aut incidunt non ea deserunt fuga ut nihil incidunt voluptatum. Consequuntur similique natus. Delectus quam esse placeat occaecati. Eos vel quasi placeat. Quis inventore officia rem alias quia ipsam distinctio necessitatibus vel.,2.1,2.2,2.3,2.5,2.7,2.8,33
33,Tue May 05 2020 09:10:58 GMT-0700 (Pacific Daylight Time),Consectetur ducimus quia vero laudantium id commodi dolorem laborum omnis. Hic ea tenetur. Corporis occaecati recusandae aut voluptatem ipsum. Ex alias eaque rerum molestias delectus dolorum.,3.1,3.3,3.4,3.5,3.7,3.9,33
33,Mon May 18 2020 22:54:27 GMT-0700 (Pacific Daylight Time),Quidem ut molestias itaque quos qui rerum odit. Debitis voluptates aperiam et nulla dicta.,1.2,1.4,1.6,1.7,1.8,1.9,33
33,Mon Mar 30 2020 17:38:55 GMT-0700 (Pacific Daylight Time),Optio velit eum nostrum cum aspernatur omnis voluptatem sequi maxime. Molestias ipsa porro aperiam aut adipisci voluptatem est. Eaque libero voluptatibus natus unde. A vero aliquam aliquid sapiente reprehenderit. Dolores neque modi saepe odio mollitia.,2.1,2.2,2.3,2.5,2.7,2.8,33
33,Sat Apr 04 2020 03:50:44 GMT-0700 (Pacific Daylight Time),Eos laudantium accusantium ea placeat ut omnis. Rerum ullam sit nemo facilis in quo voluptas possimus iure. Necessitatibus animi ut veniam reiciendis. Suscipit et et officiis deleniti laborum. Natus doloremque quis. Accusantium eum voluptate et aliquam et voluptas voluptas dolores.,3.1,3.3,3.4,3.5,3.7,3.9,33
33,Sat Feb 29 2020 10:08:14 GMT-0800 (Pacific Standard Time),Nesciunt at et harum quam maiores. Dolor laborum velit.,1.2,1.4,1.6,1.7,1.8,1.9,33
33,Mon Jan 27 2020 14:41:06 GMT-0800 (Pacific Standard Time),Nesciunt exercitationem corporis molestiae qui fuga asperiores. Consectetur quibusdam minima. Fuga similique ea et laudantium.,2.1,2.2,2.3,2.5,2.7,2.8,33
33,Mon Mar 23 2020 21:13:47 GMT-0700 (Pacific Daylight Time),Veniam est illo modi sit nemo odio. Possimus explicabo soluta. Eius quam repellat voluptates iste minus. Aut voluptates tempore dolores nesciunt. Voluptatem molestias id quo assumenda cumque. Quidem quis quibusdam.,3.1,3.3,3.4,3.5,3.7,3.9,33
34,Thu Apr 09 2020 02:30:23 GMT-0700 (Pacific Daylight Time),Dignissimos rerum omnis blanditiis. Inventore qui et. Fuga consequuntur optio quo.,1.2,1.4,1.6,1.7,1.8,1.9,34
34,Sat Feb 22 2020 15:39:57 GMT-0800 (Pacific Standard Time),Quaerat iusto quisquam eum. At magnam omnis ut consequuntur tempora quia eum veniam.,2.1,2.2,2.3,2.5,2.7,2.8,34
34,Fri Apr 17 2020 04:17:42 GMT-0700 (Pacific Daylight Time),Soluta inventore voluptates provident asperiores blanditiis. Eos esse dignissimos ipsum perferendis.,3.1,3.3,3.4,3.5,3.7,3.9,34
34,Sat Feb 01 2020 18:35:45 GMT-0800 (Pacific Standard Time),Natus sint totam. Maiores qui voluptatem ipsum est aut ab sed. Quisquam cumque et doloremque atque magni inventore laudantium.,1.2,1.4,1.6,1.7,1.8,1.9,34
34,Mon Jan 27 2020 03:30:13 GMT-0800 (Pacific Standard Time),Laboriosam consequuntur nemo quasi mollitia dolor eum aspernatur. Dolores nam eaque magni architecto veritatis.,2.1,2.2,2.3,2.5,2.7,2.8,34
34,Thu May 28 2020 05:39:17 GMT-0700 (Pacific Daylight Time),Sequi occaecati veniam id dolores distinctio. Dicta est velit aut culpa.,3.1,3.3,3.4,3.5,3.7,3.9,34
34,Tue Mar 24 2020 03:41:15 GMT-0700 (Pacific Daylight Time),Voluptate aperiam placeat blanditiis possimus quasi iure totam consectetur. Iusto quaerat iusto. In tempore numquam. Voluptas ipsa quam ex. Voluptatem officiis consequatur. Animi fugit illo praesentium ut voluptates facere provident.,1.2,1.4,1.6,1.7,1.8,1.9,34
34,Wed Jan 08 2020 13:06:46 GMT-0800 (Pacific Standard Time),Rerum vel itaque in nobis sint sit sint est. Excepturi vel minus ut vero repudiandae ut quis.,2.1,2.2,2.3,2.5,2.7,2.8,34
34,Sat Mar 14 2020 10:14:43 GMT-0700 (Pacific Daylight Time),Velit deserunt quidem quod et consequatur commodi. Vero accusamus provident laudantium nulla. Natus voluptatem dolorem architecto vel qui et omnis consequuntur. Molestiae vel distinctio voluptatum. Laborum ad recusandae ut exercitationem qui. Quia dicta incidunt itaque omnis.,3.1,3.3,3.4,3.5,3.7,3.9,34
34,Sun Jan 26 2020 02:25:01 GMT-0800 (Pacific Standard Time),Voluptates velit sed in dolorem est non dolores reprehenderit. Id vel deleniti incidunt suscipit architecto eos. Rerum architecto sequi aut et nihil minus. Quos est ea. Deserunt et illum voluptate error consequatur cupiditate eveniet modi quisquam.,1.2,1.4,1.6,1.7,1.8,1.9,34
34,Sat Jan 11 2020 11:38:43 GMT-0800 (Pacific Standard Time),Cum aut autem consequatur. At similique id nemo aliquid quod rerum atque. Provident expedita accusamus quod nobis voluptates ea dolor. Nihil qui adipisci quia a ut vel omnis quis ad. Eius eum necessitatibus voluptas necessitatibus sapiente voluptatem.,2.1,2.2,2.3,2.5,2.7,2.8,34
34,Sun Apr 12 2020 04:34:17 GMT-0700 (Pacific Daylight Time),Aut et quo vitae. Explicabo enim beatae corrupti. Nam ut accusamus laudantium quisquam est animi. Dolorem similique error labore tempore voluptatem.,3.1,3.3,3.4,3.5,3.7,3.9,34
34,Tue Dec 31 2019 23:09:52 GMT-0800 (Pacific Standard Time),Excepturi est rerum tempore mollitia eos animi. Quam nobis sint. Molestiae a sunt ullam nihil.,1.2,1.4,1.6,1.7,1.8,1.9,34
34,Thu Jan 23 2020 13:55:02 GMT-0800 (Pacific Standard Time),Error reprehenderit voluptatem et corporis repellendus placeat. Perferendis fuga ab qui. Repellendus quae esse. Similique qui veniam eos non sapiente ut praesentium excepturi voluptatem.,2.1,2.2,2.3,2.5,2.7,2.8,34
34,Fri Jan 10 2020 01:21:49 GMT-0800 (Pacific Standard Time),Quos perspiciatis laborum eos. Numquam qui voluptatibus ad saepe. Libero pariatur nihil sequi culpa praesentium.,3.1,3.3,3.4,3.5,3.7,3.9,34
34,Thu Jan 23 2020 16:09:45 GMT-0800 (Pacific Standard Time),Beatae veniam ut minima minus sint. Ea labore velit maiores distinctio alias at. Repudiandae est totam fugiat nemo iusto assumenda.,1.2,1.4,1.6,1.7,1.8,1.9,34
34,Sun Jan 12 2020 23:00:22 GMT-0800 (Pacific Standard Time),Beatae earum non totam qui nostrum ab sit maiores. Quisquam eos consequatur nesciunt totam occaecati reiciendis provident voluptas. Beatae aliquid ratione et ut aliquam dicta rem. Dolor fuga vero assumenda. Consequatur eos quaerat est facere nulla iure maiores. Quia omnis blanditiis qui corrupti veniam voluptas magni ducimus.,2.1,2.2,2.3,2.5,2.7,2.8,34
34,Thu Mar 19 2020 12:55:56 GMT-0700 (Pacific Daylight Time),Aut asperiores quas corporis dolorem. Voluptatibus accusamus quasi.,3.1,3.3,3.4,3.5,3.7,3.9,34
34,Mon Apr 20 2020 13:32:04 GMT-0700 (Pacific Daylight Time),Tempora omnis in est aut commodi corrupti. Accusamus placeat corrupti sed delectus earum sit reprehenderit dolore non. Perspiciatis voluptatem at dolor dignissimos fugiat dicta molestiae voluptas omnis. Vel molestias molestiae perferendis id. Pariatur quisquam est unde. Beatae voluptatum et est consequatur qui.,1.2,1.4,1.6,1.7,1.8,1.9,34
34,Fri Mar 06 2020 22:25:58 GMT-0800 (Pacific Standard Time),Nihil quis placeat ipsa asperiores inventore vitae necessitatibus. Possimus ullam nobis. Qui et beatae non assumenda. Aut quia quia similique voluptatem saepe optio corporis molestiae rerum. Eum ipsum facilis rerum ipsa necessitatibus.,2.1,2.2,2.3,2.5,2.7,2.8,34
34,Sun Feb 23 2020 16:54:51 GMT-0800 (Pacific Standard Time),Autem eligendi omnis dolores aliquam. Voluptas hic doloribus placeat praesentium excepturi dolor soluta sapiente facilis.,3.1,3.3,3.4,3.5,3.7,3.9,34
34,Thu Mar 26 2020 15:49:22 GMT-0700 (Pacific Daylight Time),Vel sed quis repudiandae tempore a tempore dolores molestiae praesentium. Nulla ut rem et dolores dolorem et accusamus ut.,1.2,1.4,1.6,1.7,1.8,1.9,34
34,Thu May 14 2020 22:34:30 GMT-0700 (Pacific Daylight Time),Iure similique dicta id placeat accusamus ea quis ipsum iste. Aspernatur sapiente alias fugit unde praesentium error ut ipsum. Nesciunt quisquam sit non aspernatur accusantium deserunt eos. Voluptas quis nostrum eaque mollitia. Velit aperiam in perferendis. Et voluptatem alias provident explicabo molestiae dolorem omnis.,2.1,2.2,2.3,2.5,2.7,2.8,34
34,Sat Mar 14 2020 14:27:39 GMT-0700 (Pacific Daylight Time),Illum commodi rem voluptatum tempora labore. Sunt quo beatae. Voluptatem tempore animi.,3.1,3.3,3.4,3.5,3.7,3.9,34
34,Tue Feb 11 2020 18:51:48 GMT-0800 (Pacific Standard Time),Quis repellat consequuntur. Natus ut aut et porro.,1.2,1.4,1.6,1.7,1.8,1.9,34
34,Mon Feb 17 2020 17:49:09 GMT-0800 (Pacific Standard Time),Voluptatem dolor aspernatur. Illum est fuga minus ab nam facere et voluptatibus. Dolor voluptas debitis. Et eius aut tempora voluptatibus ratione velit aspernatur odit. Expedita nihil aliquid veritatis et atque eos pariatur. Sint quaerat consectetur.,2.1,2.2,2.3,2.5,2.7,2.8,34
34,Wed Apr 29 2020 01:43:41 GMT-0700 (Pacific Daylight Time),Exercitationem modi voluptate qui id. Facilis incidunt doloribus laboriosam et aperiam. Reprehenderit quaerat tenetur molestiae occaecati itaque iste iusto corrupti a. Inventore est sit sed sed et doloribus minus. Quo dolorem porro aut minus sed quia qui et unde.,3.1,3.3,3.4,3.5,3.7,3.9,34
34,Sat Feb 29 2020 20:26:01 GMT-0800 (Pacific Standard Time),Quis occaecati laborum velit excepturi. Officia sed atque voluptas exercitationem velit. Et in ea fugiat a alias ab sit. Ipsam amet distinctio ea accusantium inventore aut. Non et est. Minus est temporibus earum adipisci consequatur doloribus beatae.,1.2,1.4,1.6,1.7,1.8,1.9,34
34,Tue Mar 03 2020 10:13:05 GMT-0800 (Pacific Standard Time),Possimus dolorum incidunt odit enim temporibus veritatis. Aut odio laboriosam itaque voluptatem ea repellat itaque. Ea eum blanditiis dolore ut omnis alias. Voluptatem neque nisi ab et beatae id molestias autem. Non aut non. Magnam hic aut et vitae qui ut eum fugit voluptatem.,2.1,2.2,2.3,2.5,2.7,2.8,34
34,Thu Feb 27 2020 05:26:06 GMT-0800 (Pacific Standard Time),Iure iusto dolor labore iusto suscipit id atque libero debitis. Consequatur dolor numquam et. Et ratione amet voluptates magnam in molestiae a modi et. Aut fuga dolorem eius molestias id recusandae.,3.1,3.3,3.4,3.5,3.7,3.9,34
34,Wed May 27 2020 03:15:44 GMT-0700 (Pacific Daylight Time),Quos ea itaque nisi maiores non sed id qui. Porro ab quos consequuntur pariatur et libero voluptatem fugiat. Ab similique minus quidem error molestiae animi nam et. Distinctio placeat porro blanditiis architecto consectetur rerum quos rerum. Sed quae consectetur ut et deserunt. Consequuntur rerum voluptatibus inventore aut totam pariatur ut.,1.2,1.4,1.6,1.7,1.8,1.9,34
34,Wed May 06 2020 23:17:16 GMT-0700 (Pacific Daylight Time),Porro aperiam laudantium quia quae et. Earum quam blanditiis iure quibusdam ullam atque qui sed aliquam. Et sed in quibusdam rerum sed omnis. Nobis autem ipsa. Est similique omnis necessitatibus possimus accusamus dolorem dolorem repudiandae assumenda.,2.1,2.2,2.3,2.5,2.7,2.8,34
34,Fri Jan 24 2020 09:36:39 GMT-0800 (Pacific Standard Time),Et voluptatem similique eligendi voluptates inventore dicta. Dolorum enim accusamus ea in sint omnis dignissimos vero.,3.1,3.3,3.4,3.5,3.7,3.9,34
34,Wed Feb 12 2020 13:51:01 GMT-0800 (Pacific Standard Time),Vitae non hic voluptatem consequatur. Nam exercitationem officia est aliquid est est quasi dolor.,1.2,1.4,1.6,1.7,1.8,1.9,34
34,Sun Feb 09 2020 17:26:08 GMT-0800 (Pacific Standard Time),Sint ipsa aliquam et aut consectetur porro earum possimus. Qui labore voluptas qui sed laudantium voluptatem excepturi quam. Minima praesentium tempore quia. Tempore sint ipsam veniam iste maiores. Rerum consequatur minima praesentium ratione non est ea officiis voluptate.,2.1,2.2,2.3,2.5,2.7,2.8,34
35,Mon Mar 30 2020 07:59:41 GMT-0700 (Pacific Daylight Time),Velit fugiat ratione error non rerum. Error dolor nihil. Sit in voluptas sit.,3.1,3.3,3.4,3.5,3.7,3.9,35
35,Fri Jan 31 2020 12:17:57 GMT-0800 (Pacific Standard Time),Consequatur ipsa sequi ad at voluptas distinctio illo voluptatem. Non atque est labore totam dolores enim provident quia. Autem enim alias aut quia et cumque. Quia dolore odit quasi ut nemo. Quaerat aut ut eos. Nemo impedit optio quia veritatis dolor tempore.,1.2,1.4,1.6,1.7,1.8,1.9,35
35,Tue Jan 14 2020 17:59:18 GMT-0800 (Pacific Standard Time),Dicta illum provident numquam laboriosam autem esse repellat temporibus blanditiis. Voluptatum quo nihil ea dicta distinctio.,2.1,2.2,2.3,2.5,2.7,2.8,35
35,Fri Mar 27 2020 04:36:34 GMT-0700 (Pacific Daylight Time),Numquam molestiae eum ipsam laboriosam est consequuntur officiis veniam aut. Cumque molestias magnam. Vero voluptatem assumenda recusandae. Reprehenderit qui cumque laboriosam blanditiis optio. Eos voluptas aut id dolores repudiandae sit omnis aut. Quaerat iure ratione et vero.,3.1,3.3,3.4,3.5,3.7,3.9,35
35,Mon Mar 09 2020 11:40:33 GMT-0700 (Pacific Daylight Time),Sunt quisquam dolore fuga. Modi reiciendis quia harum placeat minima. Error dicta sunt adipisci expedita doloribus nisi animi molestiae. Veniam praesentium omnis asperiores voluptas ullam ut ut et. Consequatur occaecati omnis alias non dolores laborum dignissimos.,1.2,1.4,1.6,1.7,1.8,1.9,35
35,Sun Mar 22 2020 05:37:48 GMT-0700 (Pacific Daylight Time),Nihil et nihil quia quos nemo sapiente illum id cupiditate. Ut possimus sed vel repellendus repudiandae vel omnis sed.,2.1,2.2,2.3,2.5,2.7,2.8,35
35,Tue Jan 28 2020 11:18:30 GMT-0800 (Pacific Standard Time),Ut illum placeat voluptas quo odio omnis omnis porro quo. Doloribus aut vero perferendis voluptate libero. Temporibus perferendis ratione enim explicabo vero id aliquid dignissimos iure. Fugiat inventore ut fugiat consequuntur accusamus. Dolorem voluptate accusantium corrupti quas adipisci in corporis quasi.,3.1,3.3,3.4,3.5,3.7,3.9,35
35,Sat Apr 04 2020 10:20:43 GMT-0700 (Pacific Daylight Time),Praesentium voluptatem non libero. Consectetur saepe voluptas corrupti dolorum asperiores omnis sed quibusdam. Est iusto hic eveniet id harum perferendis voluptas et. Reprehenderit fugiat recusandae omnis aperiam quasi. Optio est tempora sapiente aliquid qui qui. Sunt ex soluta odio libero eos.,1.2,1.4,1.6,1.7,1.8,1.9,35
35,Mon Jan 06 2020 03:42:42 GMT-0800 (Pacific Standard Time),Quos ut tempora aut est non molestias nesciunt. Id quia enim accusamus sed enim assumenda est quae beatae. Consequuntur reprehenderit id delectus aspernatur sint ut.,2.1,2.2,2.3,2.5,2.7,2.8,35
35,Thu May 14 2020 11:13:20 GMT-0700 (Pacific Daylight Time),Magni officiis porro reprehenderit mollitia. Consequatur quia optio veniam sed et ipsam et nesciunt. Quidem aspernatur aut est rerum. Quibusdam reprehenderit molestiae eveniet sunt dolorum aut fugit blanditiis aut. Velit repudiandae quaerat asperiores necessitatibus dolor voluptatem. Sunt exercitationem quam ut.,3.1,3.3,3.4,3.5,3.7,3.9,35
35,Sat Feb 29 2020 22:28:07 GMT-0800 (Pacific Standard Time),Dolores vitae velit quo quas qui. Vitae eum qui. Ut dicta et omnis. Rerum et et cupiditate voluptatem voluptate amet. Dignissimos cum dicta eum enim vero omnis quis est omnis. Enim ad esse porro aut vel excepturi a laborum.,1.2,1.4,1.6,1.7,1.8,1.9,35
35,Fri Feb 28 2020 03:30:31 GMT-0800 (Pacific Standard Time),Amet veritatis ullam suscipit perferendis. Voluptas ea iusto id velit labore ipsa ut. Occaecati minus voluptates omnis porro similique sint harum.,2.1,2.2,2.3,2.5,2.7,2.8,35
35,Wed Apr 01 2020 18:08:08 GMT-0700 (Pacific Daylight Time),Ut quis doloremque perspiciatis numquam esse dolor quibusdam eos. Omnis laborum ea corporis. Tempora ratione et est aliquam enim suscipit nostrum dolor iure. Ullam vel maxime totam illo aspernatur odio architecto.,3.1,3.3,3.4,3.5,3.7,3.9,35
35,Mon Jan 27 2020 00:19:16 GMT-0800 (Pacific Standard Time),Rerum esse enim rerum consequatur. A harum dolorum id eum sunt cumque. At qui est molestiae quia non dolorum illo sunt eum. Iusto modi voluptatem laborum tenetur vitae maxime quidem. Voluptatem quae modi. At sit facilis aspernatur voluptatem ipsa nesciunt ut nemo eius.,1.2,1.4,1.6,1.7,1.8,1.9,35
35,Wed May 27 2020 22:30:54 GMT-0700 (Pacific Daylight Time),Ut illo est velit aliquam velit. Perspiciatis eum nobis. Itaque voluptate voluptates eum nisi quia sunt non. Cumque aut aut corporis aperiam.,2.1,2.2,2.3,2.5,2.7,2.8,35
35,Wed Jan 15 2020 08:54:11 GMT-0800 (Pacific Standard Time),Reprehenderit sed et aut temporibus ipsam rerum. Ipsam et id sed voluptatem voluptas impedit.,3.1,3.3,3.4,3.5,3.7,3.9,35
35,Sat Feb 29 2020 11:19:00 GMT-0800 (Pacific Standard Time),Et eligendi expedita. Sed eaque sit nobis quas quis vero laborum et. Minima odio aut reiciendis officia nihil et in. Dolorum et quia saepe incidunt et est dolorem consequatur. Similique et eligendi nobis et.,1.2,1.4,1.6,1.7,1.8,1.9,35
35,Fri Mar 27 2020 12:58:32 GMT-0700 (Pacific Daylight Time),Et amet error sit ipsam iste optio non fugiat rerum. Molestiae quis pariatur eum ipsa explicabo est et. Ut aut omnis.,2.1,2.2,2.3,2.5,2.7,2.8,35
35,Fri Feb 07 2020 20:31:28 GMT-0800 (Pacific Standard Time),Tempora distinctio alias atque. Id ut iure a dolor at. Reprehenderit libero atque vel soluta.,3.1,3.3,3.4,3.5,3.7,3.9,35
35,Wed Jan 01 2020 04:44:19 GMT-0800 (Pacific Standard Time),Odio quia tempora repellendus explicabo non delectus neque. Libero dolore corporis incidunt impedit velit. Ea atque laudantium aut impedit saepe. Qui omnis sequi distinctio repellendus tenetur. Dolor fugit qui sapiente.,1.2,1.4,1.6,1.7,1.8,1.9,35
35,Wed Jan 08 2020 05:20:16 GMT-0800 (Pacific Standard Time),Commodi quia non ab sequi est illo. Ut quo illum est quo. Fuga ipsum numquam atque corrupti omnis. Libero quibusdam deleniti consequuntur qui. Consequatur consequatur repellat est esse aut et.,2.1,2.2,2.3,2.5,2.7,2.8,35
35,Sun May 17 2020 20:21:30 GMT-0700 (Pacific Daylight Time),Iusto fuga ipsam eius optio. Ut voluptatum et aliquid velit soluta occaecati dolores. Itaque aliquam quibusdam laborum cum. Ut occaecati ipsa labore est. Illum aliquid et beatae fuga aspernatur qui et consequuntur.,3.1,3.3,3.4,3.5,3.7,3.9,35
35,Wed Feb 12 2020 03:11:17 GMT-0800 (Pacific Standard Time),Reiciendis beatae voluptatem cum est dolorem ipsum. Rerum corrupti voluptatem sint optio ut modi fuga eligendi dicta. Perspiciatis est ipsa ex quia culpa atque. Et necessitatibus recusandae enim nisi et aliquam. Enim eum dolor. Sit excepturi id excepturi esse et reprehenderit voluptas et omnis.,1.2,1.4,1.6,1.7,1.8,1.9,35
